"ID"	"adj.P.Val"	"P.Value"	"t"	"B"	"logFC"	"Gene.symbol"	"Gene.title"	"Order"	"Dataset"	"Comparison"	"Author"
"DAP2_5117"	0.949443158099856	0.841615374843675	-0.200011343173373	-6.00687697054392	-0.00771682340648105	"SKP1A"	"S-phase kinase-associated protein 1A (p19A)"	5446	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP1_1032"	0.949443158099856	0.841734518582343	0.199858858857607	-6.0069058112072	0.0124838035527759	"HMGN4"	"high mobility group nucleosomal binding domain 4"	5447	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP2_1768"	0.950049835409607	0.842427002492112	-0.198972685960023	-6.0070729854355	-0.0234796238244535	"MAPK4"	"mitogen-activated protein kinase 4"	5448	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP4_2022"	0.950753261867854	0.843205488918935	0.197976642617912	-6.00725999993483	0.013115464994776	"MNAT1"	"menage a trois homolog 1, cyclin H assembly factor (Xenopus laevis)"	5449	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP2_5829"	0.950776928575792	0.84338122733367	0.197751819397	-6.00730208236542	0.0230214211076287	"SERPINB9"	"serpin peptidase inhibitor, clade B (ovalbumin), member 9"	5450	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP4_1740"	0.950830583715374	0.843583579399822	-0.197492961591598	-6.00735047618793	-0.00466718913271613	"COPE"	"coatomer protein complex, subunit epsilon"	5451	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP1_5035"	0.951358808152951	0.844242064075854	-0.196650690377485	-6.00750750139151	-0.0402816091953984	"SLC6A12"	"solute carrier family 6 (neurotransmitter transporter, betaine/GABA), member 12"	5452	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP1_1873"	0.951358808152951	0.844559888694945	-0.196244209353396	-6.00758304190573	-0.0120120167189199	"SLC22A5"	"solute carrier family 22 (organic cation transporter), member 5"	5453	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP3_0172"	0.951358808152951	0.844786946918647	0.195953833717133	-6.007636909687	0.0143281086729363	"MCC"	"mutated in colorectal cancers"	5454	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP3_0960"	0.951358808152951	0.844810674199671	0.195923490808228	-6.0076425340189	0.0170679205851592	"IL2RA"	"interleukin 2 receptor, alpha"	5455	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP4_5878"	0.951358808152951	0.844826441614991	-0.195903327230657	-6.00764627103837	-0.0211196447230861	"KCNQ2"	"potassium voltage-gated channel, KQT-like subfamily, member 2"	5456	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP2_5293"	0.951963801931187	0.845518630719155	0.195018225362454	-6.00780993262944	0.0164169278996891	"CCL8"	"chemokine (C-C motif) ligand 8"	5457	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP4_0153"	0.952502572054689	0.846152187219155	-0.194208231341471	-6.00795905699149	-0.00674764890281487	"TAX1BP1"	"Tax1 (human T-cell leukemia virus type I) binding protein 1"	5458	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP1_1077"	0.952520316480318	0.846322983018563	-0.193989892958432	-6.0079991481199	-0.0181024033437858	"CLPP"	"ClpP caseinolytic peptidase, ATP-dependent, proteolytic subunit homolog (E. coli)"	5459	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP1_1170"	0.952994460534098	0.847230661435658	-0.192829709311314	-6.00821142387975	-0.00814472309299141	"EAPP"	"E2F-associated phosphoprotein"	5460	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP2_5170"	0.952994460534098	0.847497717440752	0.192488411183517	-6.00827362797824	0.0131630094043871	"TGM3"	"transglutaminase 3 (E polypeptide, protein-glutamine-gamma-glutamyltransferase)"	5461	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP4_5074"	0.952994460534098	0.847515774959782	0.192465334449273	-6.00827782990686	0.0195762800417967	"IL1RN"	"interleukin 1 receptor antagonist"	5462	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP3_4312"	0.952994460534098	0.847581933920882	0.192380787015253	-6.00829322042901	0.0222471264367865	"GALE"	"UDP-galactose-4-epimerase"	5463	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP2_3014"	0.952994460534098	0.847678099502883	0.192257895266498	-6.00831557887196	0.0105141065830789	"PHOX2B"	"paired-like homeobox 2b"	5464	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP2_5935"	0.952994460534098	0.847778195571166	0.192129983772117	-6.0083388354176	0.0249352142110748	"ANGPT2"	"angiopoietin 2"	5465	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP3_1331"	0.952994460534098	0.847907873846378	-0.191964274240999	-6.00836894129901	-0.0206556948798315	"CPSF4"	"cleavage and polyadenylation specific factor 4, 30kDa"	5466	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP3_2450"	0.952994460534098	0.847985142535793	-0.19186553887351	-6.00838686705898	-0.0112115987460815	"CXorf45"	"chromosome X open reading frame 45"	5467	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP3_3523"	0.95304358513879	0.848492840699788	0.191216839353055	-6.00850441150389	0.0146927899686489	"OPRD1"	"opioid receptor, delta 1"	5468	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP3_3125"	0.95304358513879	0.848730525103052	0.190913171397322	-6.00855929942298	0.0247910135841138	"CFD"	"complement factor D (adipsin)"	5469	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP2_1776"	0.95304358513879	0.848765567174765	-0.190868402793043	-6.00856738396233	-0.0289096133751325	"TUBB4"	"tubulin, beta 4"	5470	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP1_0940"	0.95304358513879	0.84885285151743	-0.19075689284129	-6.00858751274873	-0.00639498432601115	"RBM39"	"RNA binding motif protein 39"	5471	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP1_4028"	0.95304358513879	0.848963852549691	0.190615087113953	-6.00861309327302	0.00730355276906636	"SERBP1"	"SERPINE1 mRNA binding protein 1"	5472	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP1_1700"	0.95304358513879	0.849023518067143	0.190538864978944	-6.00862683522709	0.0181353187042799	"DUSP6"	"dual specificity phosphatase 6"	5473	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP3_3503"	0.95304358513879	0.849114678556273	0.190422410459896	-6.0086478199961	0.0146415882967617	"DGKZ"	"diacylglycerol kinase, zeta 104kDa"	5474	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP3_6125"	0.953201927069993	0.849410896925165	-0.190044019141644	-6.00871591647783	-0.0174326018808824	"MTF1"	"metal-regulatory transcription factor 1"	5475	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP1_5788"	0.953420360299624	0.849849931477505	-0.189483243680242	-6.00881658633147	-0.0158850574712694	"MMP2"	"matrix metallopeptidase 2 (gelatinase A, 72kDa gelatinase, 72kDa type IV collagenase)"	5476	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP4_1841"	0.953420360299624	0.850060334190576	-0.189214519113119	-6.00886472209043	-0.0155569487983307	"SLC34A1"	"solute carrier family 34 (sodium phosphate), member 1"	5477	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP4_3060"	0.953420360299624	0.850071082962458	-0.189200791240759	-6.00886717928606	-0.011894461859967	"CKAP4"	"cytoskeleton-associated protein 4"	5478	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP1_1953"	0.953660468833463	0.850553870213918	0.188584232833435	-6.00897735527426	0.0195653082549683	"SILV"	"silver homolog (mouse)"	5479	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP1_4145"	0.953660468833463	0.85059560045693	-0.188530943315312	-6.008986860972	-0.00794566353186532	"ANXA5"	"annexin A5"	5480	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP1_3347"	0.954064131610322	0.851110922095731	0.187872921836415	-6.00910401643892	0.0155752351097185	"SNTA1"	"syntrophin, alpha 1 (dystrophin-associated protein A1, 59kDa, acidic component)"	5481	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP3_2051"	0.954260519610246	0.851482334097306	-0.187398711232863	-6.00918819194926	-0.0153557993730402	"DAG1"	"dystroglycan 1 (dystrophin-associated glycoprotein 1)"	5482	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP4_4952"	0.954260519610246	0.851596749515459	-0.187252636689378	-6.00921407829735	-0.0172988505747131	"STAB1"	"stabilin 1"	5483	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP2_5176"	0.954718458315896	0.85233617394151	-0.186308707602639	-6.00938086851594	-0.0127800417972885	"GPD1L"	"glycerol-3-phosphate dehydrogenase 1-like"	5484	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP1_3027"	0.954718458315896	0.85239012569617	-0.186239840791739	-6.00939300414893	-0.0107539184952916	"INSIG1"	"insulin induced gene 1"	5485	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP3_2122"	0.954718458315896	0.852471592174643	-0.186135854443253	-6.00941132000799	-0.0188908045977012	"TRIM26"	"tripartite motif-containing 26"	5486	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP4_1565"	0.954898965764449	0.852788187687098	-0.185731761241544	-6.00948239874383	-0.0166342737722083	"GOLGA1"	"golgi autoantigen, golgin subfamily a, 1"	5487	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP1_3887"	0.955045935294538	0.853074884911527	0.185365855592095	-6.00954662717353	0.0236671891327092	"BCHE"	"butyrylcholinesterase"	5488	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP1_4312"	0.955173881594147	0.853501219609829	-0.184821779597027	-6.00964189620959	-0.0203939393939301	"POLR1C"	"polymerase (RNA) I polypeptide C, 30kDa"	5489	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP1_0764"	0.955173881594147	0.853525006336958	-0.184791425283086	-6.0096472030786	-0.012831765935216	"CAPZA2"	"capping protein (actin filament) muscle Z-line, alpha 2"	5490	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP2_3677"	0.955173881594147	0.85384094180403	0.184388275276922	-6.00971760347165	0.00546133751305966	"TEGT"	"testis enhanced gene transcript (BAX inhibitor 1)"	5491	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP3_3468"	0.955173881594147	0.853956853537529	0.184240373449612	-6.0097433924055	0.0126327063740934	"HIST1H2BE"	"histone cluster 1, H2be"	5492	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP2_4136"	0.955173881594147	0.85406762601041	-0.184099033029336	-6.00976801792571	-0.0212810867293598	"PLXNB1"	"plexin B1"	5493	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP2_2117"	0.955173881594147	0.85412195727185	-0.184029710266297	-6.00978008901625	-0.0166442006269598	"FGF6"	"fibroblast growth factor 6"	5494	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP2_1060"	0.955666513248132	0.854718015999103	0.183269240600354	-6.0099122102877	0.0245041797283232	"RDH5"	"retinol dehydrogenase 5 (11-cis/9-cis)"	5495	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP1_6030"	0.955982537555782	0.855156254297946	0.182710190843801	-6.01000898874493	0.0175245559038704	"AFP"	"alpha-fetoprotein"	5496	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP3_6110"	0.956651967224181	0.855939120373269	-0.18171165042655	-6.01018111299516	-0.0191447230929924	"LTC4S"	"leukotriene C4 synthase"	5497	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP4_5591"	0.956651967224181	0.856066490201587	0.181549208286944	-6.01020902491215	0.0146233019853739	"ZBTB17"	"zinc finger and BTB domain containing 17"	5498	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP2_1389"	0.956791482687372	0.856347064338844	0.181191392744524	-6.01027041918788	0.0130872518286296	"PROL1"	"proline rich, lacrimal 1"	5499	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP2_4268"	0.957039945552954	0.8569347704711	-0.18044196786823	-6.01039861369845	-0.0283824451410553	"NUAK1"	"NUAK family, SNF1-like kinase, 1"	5500	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP2_1730"	0.957039945552954	0.857148903704662	0.180168937016771	-6.01044518557258	0.0166379310344862	"PRKAA2"	"protein kinase, AMP-activated, alpha 2 catalytic subunit"	5501	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP3_2249"	0.957039945552954	0.857285642814318	0.179994594692985	-6.01047488689824	0.0127685475444146	"SLC12A4"	"solute carrier family 12 (potassium/chloride transporters), member 4"	5502	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP4_1389"	0.957039945552954	0.857444630130802	-0.17979189281372	-6.01050938347502	-0.0165971786833783	"PLA2G5"	"phospholipase A2, group V"	5503	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP2_4238"	0.957039945552954	0.857706449019195	0.179458101324815	-6.01056610469481	0.0191159874608093	"MPI"	"mannose phosphate isomerase"	5504	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP4_3814"	0.957039945552954	0.857735688500368	0.179420825314017	-6.01057243246984	0.00938975966562339	"RBMS3"	"RNA binding motif, single stranded interacting protein"	5505	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP2_1337"	0.957039945552954	0.857782832313851	-0.179360724456321	-6.01058263210035	-0.019485893416924	"RND2"	"Rho family GTPase 2"	5506	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP4_1040"	0.957039945552954	0.857934593533642	0.179167257472358	-6.01061544190631	0.0265292580982361	"GATA3"	"GATA binding protein 3"	5507	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP1_3606"	0.957039945552954	0.857980439785869	0.179108813455764	-6.01062534638618	0.00496603970742093	"RPL13"	"ribosomal protein L13"	5508	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP3_2099"	0.957039945552954	0.858127125659378	0.178921824941269	-6.01065701353864	0.0166656217345853	"KCNJ8"	"potassium inwardly-rectifying channel, subfamily J, member 8"	5509	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP3_0753"	0.95704200590974	0.858423269118792	-0.17854433378056	-6.01072084220526	-0.0119608150470203	"RHOG"	"ras homolog gene family, member G (rho G)"	5510	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP4_2401"	0.95704200590974	0.858488470038786	0.178461226238769	-6.01073487646799	0.0175146290491117	"GMFG"	"glia maturation factor, gamma"	5511	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP3_5925"	0.95704200590974	0.858646799182179	0.178259419112274	-6.01076892818468	0.0085104493207897	"FSHR"	"follicle stimulating hormone receptor"	5512	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP1_0751"	0.95704200590974	0.858752047294986	0.178125273366765	-6.01079154181615	0.0180966562173452	"ITGA3"	"integrin, alpha 3 (antigen CD49C, alpha 3 subunit of VLA-3 receptor)"	5513	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP3_1743"	0.957091984288575	0.859010878978036	0.177795388784011	-6.01084707975004	0.0236175548589284	"MPL"	"myeloproliferative leukemia virus oncogene"	5514	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP3_0814"	0.957091984288575	0.859108446183511	-0.177671043062878	-6.01086798734464	-0.0111363636363659	"PPAT"	"phosphoribosyl pyrophosphate amidotransferase"	5515	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP1_5163"	0.957564719583599	0.859688638219911	0.176931667072157	-6.01099200464497	0.0121154649947623	"FKBP8"	"FK506 binding protein 8, 38kDa"	5516	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP4_4215"	0.957723433277231	0.860060880261118	-0.176457346252149	-6.01107129136627	-0.0179216300940439	"ADORA2A"	"adenosine A2a receptor"	5517	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP3_0813"	0.957723433277231	0.860142888154909	0.176352854946615	-6.01108872936664	0.018165621734596	"ING3"	"inhibitor of growth family, member 3"	5518	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP3_4211"	0.958044408318317	0.860615603447492	0.175750576922742	-6.01118903905244	0.0118223615464927	"PDE3B"	"phosphodiesterase 3B, cGMP-inhibited"	5519	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP3_1109"	0.958044408318317	0.860743283820284	-0.175587912644934	-6.01121607202062	-0.0123035527690671	"DHX8"	"DEAH (Asp-Glu-Ala-His) box polypeptide 8"	5520	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP1_4200"	0.958044408318317	0.860944162830266	0.175332003034769	-6.01125855065483	0.0149660397074278	"MYO1F"	"myosin IF"	5521	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP2_0915"	0.958044408318317	0.861054886512654	0.175190951638918	-6.01128193740613	0.0207471264367847	"INHBB"	"inhibin, beta B (activin AB beta polypeptide)"	5522	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP2_0153"	0.958213783427175	0.861564123367725	-0.174542277509156	-6.01138924729513	-0.0124268547544393	"NUP62"	"nucleoporin 62kDa"	5523	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP4_5537"	0.958213783427175	0.861584239182016	-0.174516655174843	-6.01139347781672	-0.00899843260189037	"CUL1"	"cullin 1"	5524	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP4_2461"	0.958213783427175	0.861713249243764	-0.174352332521808	-6.01142059448436	-0.00880459770115039	"EMG1"	"EMG1 nucleolar protein homolog (S. cerevisiae)"	5525	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP3_5047"	0.958213783427175	0.861905704548386	-0.174107207193392	-6.01146099781595	-0.0144796238244549	"MLH1"	"mutL homolog 1, colon cancer, nonpolyposis type 2 (E. coli)"	5526	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP2_1248"	0.958213783427175	0.862014577633619	-0.173968543019044	-6.011483828282	-0.0152988505747054	"CDH12"	"cadherin 12, type 2 (N-cadherin 2)"	5527	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP3_1086"	0.958213783427175	0.862142870245023	0.173805149834991	-6.01151070693421	0.0174712643678205	"BDKRB2"	"bradykinin receptor B2"	5528	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP1_2329"	0.958329513791356	0.862457673571244	0.173404236739675	-6.01157655130971	0.00803134796238147	"NHLH2"	"nescient helix loop helix 2"	5529	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP1_2232"	0.958329513791356	0.862712190229993	0.173080121281176	-6.01162967161543	0.0184085684430517	"YPEL1"	"yippee-like 1 (Drosophila)"	5530	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP4_4064"	0.958329513791356	0.862714931767576	-0.173076630156384	-6.01163024324604	-0.0129686520376175	"PCCB"	"propionyl Coenzyme A carboxylase, beta polypeptide"	5531	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP1_0581"	0.958461325923366	0.863121919393026	0.17255838802407	-6.01171497142655	0.014784221525602	"PIGL"	"phosphatidylinositol glycan anchor biosynthesis, class L"	5532	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP2_4965"	0.958461325923366	0.863145591851235	0.172528245873602	-6.01171989159478	0.0204900731452451	"SMTN"	"smoothelin"	5533	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP3_5285"	0.958516311267551	0.863351117603293	-0.172266556459286	-6.01176257160618	-0.0137852664576812	"GAB1"	"GRB2-associated binding protein 1"	5534	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP4_5719"	0.958942790100237	0.863967908952658	0.17148128660694	-6.01189025571799	0.010010449320788	"GRLF1"	"glucocorticoid receptor DNA binding factor 1"	5535	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP4_1191"	0.958942790100237	0.864119313292766	-0.171288541931044	-6.01192150666656	-0.0135182863113936	"MAP2K1"	"mitogen-activated protein kinase kinase 1"	5536	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP3_1577"	0.958942790100237	0.864203487757977	-0.171181386734581	-6.01193886523832	-0.0159691745036561	"GALNT3"	"UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase 3 (GalNAc-T3)"	5537	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP2_4881"	0.959058625170925	0.864518282888136	-0.17078066588104	-6.01200368363871	-0.0161389759665695	"NCOA6"	"nuclear receptor coactivator 6"	5538	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP2_1581"	0.959058625170925	0.864620072399374	0.170651098039441	-6.01202460932661	0.0167424242424286	"BCAM"	"basal cell adhesion molecule (Lutheran blood group)"	5539	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP1_3539"	0.95918750151061	0.865005872601717	0.170160039140977	-6.01210377303544	0.0181964472309293	"PROC"	"protein C (inactivator of coagulation factors Va and VIIIa)"	5540	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP4_3510"	0.95918750151061	0.865048493793993	-0.170105792045074	-6.01211250423177	-0.0114143155694855	"ARIH2"	"ariadne homolog 2 (Drosophila)"	5541	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP3_5188"	0.95958932465977	0.865751506545762	0.16921108885363	-6.01225610727174	0.0194435736677274	"RPUSD2"	"RNA pseudouridylate synthase domain containing 2"	5542	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP2_2342"	0.95958932465977	0.865800457264505	-0.169148795815153	-6.01226607733301	-0.0203202716823387	"SLC43A1"	"solute carrier family 43, member 1"	5543	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP3_5632"	0.95958932465977	0.865879429673464	-0.169048299571591	-6.01228215411754	-0.0112476489028168	"FARP1"	"FERM, RhoGEF (ARHGEF) and pleckstrin domain protein 1 (chondrocyte-derived)"	5544	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP2_3279"	0.959703535845455	0.866138689170418	0.168718391250068	-6.01233486371458	0.015507314524557	"CALCA"	"calcitonin/calcitonin-related polypeptide, alpha"	5545	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP4_5252"	0.959905135259124	0.866476868513526	-0.168288084924318	-6.01240345924086	-0.0125710553813896	"VAMP5"	"vesicle-associated membrane protein 5 (myobrevin)"	5546	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP2_1407"	0.960316860469181	0.867503126856407	-0.166982443833864	-6.01261052079848	-0.0228652037617465	"FXN"	"frataxin"	5547	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP4_3868"	0.960316860469181	0.867561262044778	0.166908490820534	-6.01262220075336	0.0131577847439939	"PSME3"	"proteasome (prosome, macropain) activator subunit 3 (PA28 gamma; Ki)"	5548	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP4_1746"	0.960316860469181	0.867688503776086	-0.166746631472857	-6.01264774636519	-0.013137931034489	"RBL1"	"retinoblastoma-like 1 (p107)"	5549	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP3_3718"	0.960316860469181	0.867878256594277	0.166505262299736	-6.01268579466583	0.0130402298850463	"RPL9"	"ribosomal protein L9"	5550	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP2_6048"	0.960316860469181	0.867910568470817	-0.166464161951981	-6.01269226804081	-0.0140036572622808	"C9"	"complement component 9"	5551	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP1_5516"	0.960316860469181	0.867931392925625	-0.166437673626494	-6.01269643915064	-0.00665464994775	"TMEM59"	"transmembrane protein 59"	5552	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP4_2458"	0.960316860469181	0.867992504080293	-0.166359942032337	-6.01270867569356	-0.0174231974921675	"FLT3LG"	"fms-related tyrosine kinase 3 ligand"	5553	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP3_3640"	0.960316860469181	0.86821347036538	-0.166078887819837	-6.0127528716869	-0.0162685475443993	"MREG"	"melanoregulin"	5554	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP4_2698"	0.960316860469181	0.86825523435975	-0.166025768315397	-6.01276121637532	-0.0162847439916369	"IL18"	"interleukin 18 (interferon-gamma-inducing factor)"	5555	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP2_2202"	0.960472720651837	0.868552479808204	0.165647716253051	-6.01282052851979	0.0264508881922794	"IL3"	"interleukin 3 (colony-stimulating factor, multiple)"	5556	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP1_0920"	0.960518107674177	0.868749857478092	-0.16539669429973	-6.01285983637928	-0.00660344827585391	"SNRPD3"	"small nuclear ribonucleoprotein D3 polypeptide 18kDa"	5557	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP2_5725"	0.960527483887256	0.869098468629121	0.164953361414098	-6.01292911288099	0.0145245559038631	"SPCS2"	"signal peptidase complex subunit 2 homolog (S. cerevisiae)"	5558	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP3_3420"	0.960527483887256	0.869226610517728	-0.164790410053932	-6.01295452941757	-0.016357366771155	"ARHGEF2"	"rho/rac guanine nucleotide exchange factor (GEF) 2"	5559	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP2_1836"	0.960527483887256	0.869438659300477	0.164520768312399	-6.01299653195151	0.0145579937304099	"HMHA1"	"histocompatibility (minor) HA-1"	5560	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP4_1861"	0.960527483887256	0.869663988997088	0.164234251681895	-6.01304108775411	0.00892580982235458	"HSPE1"	"heat shock 10kDa protein 1 (chaperonin 10)"	5561	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP2_5801"	0.960527483887256	0.86968549414257	0.164206907650091	-6.01304533592768	0.0127455590386596	"TGIF1"	"TGFB-induced factor homeobox 1"	5562	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP2_3397"	0.960527483887256	0.869755061125472	0.164118453300914	-6.01305907336678	0.00530250783697639	"GAPDH"	"glyceraldehyde-3-phosphate dehydrogenase"	5563	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP3_4156"	0.960527483887256	0.869950490572732	0.163869971845876	-6.01309762428677	0.0129832810867274	"THBS1"	"thrombospondin 1"	5564	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP3_5160"	0.960527483887256	0.870009024712334	0.163795549786567	-6.01310915921143	0.013475444096132	"ITPKB"	"inositol 1,4,5-trisphosphate 3-kinase B"	5565	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP4_0205"	0.960544909500049	0.870181146855025	-0.163576713808415	-6.01314304698346	-0.00364211076279197	"RCN1"	"reticulocalbin 1, EF-hand calcium binding domain"	5566	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP1_3520"	0.960757670793576	0.870530265837865	-0.163132868293653	-6.01321163943021	-0.0130762800417958	"BST1"	"bone marrow stromal cell antigen 1"	5567	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
